Female	Male	Female&&Male	Experimental_Series_II	Experimental_Series_III	Experimental_Series_IV	Experimental_Series_V	Grain_Yield[Mg/ha]	Type
zf116	zm003	zf116&&zm003	1	0	0	0	8.484501041	Hybrid
zf116	zm005	zf116&&zm005	1	0	0	0	9.602799119	Hybrid
zf116	zm006	zf116&&zm006	1	0	0	0	10.57404344	Hybrid
zf116	zm009	zf116&&zm009	1	0	0	0	9.566978558	Hybrid
zf116	zm013	zf116&&zm013	1	0	0	0	9.73363061	Hybrid
zf116	zm029	zf116&&zm029	1	0	0	0	8.757093879	Hybrid
zf116	zm032	zf116&&zm032	1	0	0	0	9.348301016	Hybrid
zf116	zm034	zf116&&zm034	1	0	0	0	9.87629051	Hybrid
zf116	zm035	zf116&&zm035	1	0	0	0	9.971996644	Hybrid
zf116	zm036	zf116&&zm036	1	0	0	0	9.883601721	Hybrid
zf116	zm040	zf116&&zm040	1	0	0	0	9.819417219	Hybrid
zf117	zf117	zf117	1	0	0	0	8.370689291	Line
zf117	zm001	zf117&&zm001	1	0	0	0	9.705756585	Hybrid
zf117	zm005	zf117&&zm005	1	0	0	0	8.774218111	Hybrid
zf117	zm008	zf117&&zm008	1	0	0	0	9.09690247	Hybrid
zf118	zf040	zf118&&zf040	1	0	0	0	9.204583425	Hybrid
zf118	zf118	zf118	1	0	0	0	8.34563847	Line
zf118	zm001	zf118&&zm001	1	0	0	0	9.81998222	Hybrid
zf118	zm002	zf118&&zm002	1	0	0	0	7.937129487	Hybrid
zf118	zm003	zf118&&zm003	1	0	0	0	8.677858854	Hybrid
zf118	zm005	zf118&&zm005	1	0	0	0	8.64492981	Hybrid
zf118	zm006	zf118&&zm006	1	0	0	0	9.785611079	Hybrid
zf118	zm009	zf118&&zm009	1	0	0	0	8.2988171	Hybrid
zf120	malemixlate	zf120&&malemixlate	0	0	0	1	9.689848342	Hybrid
zf120	zf040	zf120&&zf040	1	0	0	0	10.1457699	Hybrid
zf120	zf120	zf120	1	0	0	1	8.978880864	Line
zf120	zm001	zf120&&zm001	1	0	0	0	10.61281796	Hybrid
zf120	zm003	zf120&&zm003	1	0	0	0	9.67197149	Hybrid
zf120	zm006	zf120&&zm006	1	0	0	0	10.39822888	Hybrid
zf120	zm007	zf120&&zm007	1	0	0	0	10.22858951	Hybrid
zf120	zm009	zf120&&zm009	1	0	0	0	10.06265417	Hybrid
zf120	zm010	zf120&&zm010	1	0	0	0	9.961268459	Hybrid
zf120	zm011	zf120&&zm011	1	0	0	0	9.962261977	Hybrid
zf120	zm012	zf120&&zm012	1	0	0	0	10.26328678	Hybrid
zf120	zm014	zf120&&zm014	1	0	0	0	10.21782314	Hybrid
zf120	zm016	zf120&&zm016	1	0	0	0	9.890098677	Hybrid
zf120	zm019	zf120&&zm019	1	0	0	0	10.21216481	Hybrid
zf120	zm020	zf120&&zm020	1	0	0	0	9.785521454	Hybrid
zf120	zm022	zf120&&zm022	1	0	0	0	10.16308347	Hybrid
zf120	zm024	zf120&&zm024	1	0	0	0	10.52417017	Hybrid
zf120	zm026	zf120&&zm026	1	0	0	0	10.46997265	Hybrid
zf120	zm028	zf120&&zm028	1	0	0	0	10.54502777	Hybrid
zf120	zm030	zf120&&zm030	1	0	0	0	10.40807043	Hybrid
zf120	zm036	zf120&&zm036	1	0	0	0	10.26337815	Hybrid
zf120	zm039	zf120&&zm039	1	0	0	0	10.21692534	Hybrid
zf120	zm041	zf120&&zm041	1	0	0	0	10.45226386	Hybrid
zf121	zf121	zf121	1	0	0	0	9.36446021	Line
zf121	zm006	zf121&&zm006	1	0	0	0	9.91680378	Hybrid
zf122	zf040	zf122&&zf040	1	0	0	0	9.907330682	Hybrid
zf122	zf122	zf122	1	0	0	0	9.635127536	Line
zf122	zm001	zf122&&zm001	1	0	0	0	10.36737385	Hybrid
zf122	zm003	zf122&&zm003	1	0	0	0	9.898114698	Hybrid
zf122	zm006	zf122&&zm006	1	0	0	0	10.60138273	Hybrid
zf122	zm007	zf122&&zm007	1	0	0	0	10.5993052	Hybrid
zf122	zm009	zf122&&zm009	1	0	0	0	10.86705111	Hybrid
zf123	zf123	zf123	1	0	0	0	8.217630957	Line
zf124	zf124	zf124	1	0	0	0	7.745974678	Line
zf124	zm007	zf124&&zm007	1	0	0	0	8.879827295	Hybrid
zf124	zm009	zf124&&zm009	1	0	0	0	9.654546789	Hybrid
zf126	zf126	zf126	1	0	0	0	7.856202743	Line
zf127	zf127	zf127	1	0	0	0	8.115682636	Line
zf128	zf128	zf128	1	0	0	0	8.212501464	Line
zf128	zm005	zf128&&zm005	1	0	0	0	8.955369802	Hybrid
zf128	zm010	zf128&&zm010	1	0	0	0	9.603642813	Hybrid
zf128	zm011	zf128&&zm011	1	0	0	0	10.02519857	Hybrid
zf128	zm012	zf128&&zm012	1	0	0	0	9.856246808	Hybrid
zf128	zm014	zf128&&zm014	1	0	0	0	9.513378249	Hybrid
zf128	zm016	zf128&&zm016	1	0	0	0	9.698879602	Hybrid
zf128	zm019	zf128&&zm019	1	0	0	0	9.870832878	Hybrid
zf128	zm020	zf128&&zm020	1	0	0	0	10.00515308	Hybrid
zf128	zm022	zf128&&zm022	1	0	0	0	9.662223144	Hybrid
zf128	zm026	zf128&&zm026	1	0	0	0	9.667464703	Hybrid
zf128	zm028	zf128&&zm028	1	0	0	0	10.05645715	Hybrid
zf128	zm030	zf128&&zm030	1	0	0	0	9.830187371	Hybrid
zf128	zm033	zf128&&zm033	1	0	0	0	9.974585127	Hybrid
zf128	zm036	zf128&&zm036	1	0	0	0	9.692365521	Hybrid
zf128	zm039	zf128&&zm039	1	0	0	0	9.738381426	Hybrid
zf128	zm041	zf128&&zm041	1	0	0	0	9.741735097	Hybrid
zf129	zf129	zf129	1	0	0	0	8.96340842	Line
zf129	zm003	zf129&&zm003	1	0	0	0	9.834021051	Hybrid
zf129	zm007	zf129&&zm007	1	0	0	0	9.576530741	Hybrid
zf129	zm009	zf129&&zm009	1	0	0	0	9.966207431	Hybrid
zf129	zm013	zf129&&zm013	1	0	0	0	9.713789	Hybrid
zf129	zm015	zf129&&zm015	1	0	0	0	9.992777645	Hybrid
zf129	zm025	zf129&&zm025	1	0	0	0	10.22231604	Hybrid
zf129	zm027	zf129&&zm027	1	0	0	0	9.543615123	Hybrid
zf129	zm029	zf129&&zm029	1	0	0	0	10.22516945	Hybrid
zf129	zm032	zf129&&zm032	1	0	0	0	9.662340185	Hybrid
zf129	zm034	zf129&&zm034	1	0	0	0	10.06929188	Hybrid
zf129	zm035	zf129&&zm035	1	0	0	0	9.846498872	Hybrid
zf129	zm036	zf129&&zm036	1	0	0	0	9.937282775	Hybrid
zf129	zm040	zf129&&zm040	1	0	0	0	9.97782279	Hybrid
zf130	zf130	zf130	1	0	0	0	8.998840866	Line
zf130	zm005	zf130&&zm005	1	0	0	0	9.809492548	Hybrid
zf130	zm011	zf130&&zm011	1	0	0	0	10.82103762	Hybrid
zf130	zm012	zf130&&zm012	1	0	0	0	10.17618049	Hybrid
zf130	zm014	zf130&&zm014	1	0	0	0	10.19873125	Hybrid
zf130	zm016	zf130&&zm016	1	0	0	0	10.0485433	Hybrid
zf130	zm019	zf130&&zm019	1	0	0	0	10.35274247	Hybrid
zf130	zm020	zf130&&zm020	1	0	0	0	10.36029712	Hybrid
zf130	zm022	zf130&&zm022	1	0	0	0	10.16360804	Hybrid
zf130	zm028	zf130&&zm028	1	0	0	0	10.57390145	Hybrid
zf130	zm030	zf130&&zm030	1	0	0	0	10.1042871	Hybrid
zf130	zm041	zf130&&zm041	1	0	0	0	10.3760763	Hybrid
zf132	zf132	zf132	1	0	0	0	9.212484772	Line
zf132	zm003	zf132&&zm003	1	0	0	0	9.95015096	Hybrid
zf132	zm007	zf132&&zm007	1	0	0	0	9.832291223	Hybrid
zf132	zm009	zf132&&zm009	1	0	0	0	10.28237962	Hybrid
zf133	zf133	zf133	1	0	0	0	9.564787131	Line
zf133	zm003	zf133&&zm003	1	0	0	0	9.689313982	Hybrid
zf133	zm007	zf133&&zm007	1	0	0	0	10.1355023	Hybrid
zf133	zm009	zf133&&zm009	1	0	0	0	10.22583571	Hybrid
zf134	zf134	zf134	1	0	0	0	9.141319295	Line
zf134	zm001	zf134&&zm001	1	0	0	0	10.18455825	Hybrid
zf134	zm005	zf134&&zm005	1	0	0	0	10.07715868	Hybrid
zf135	zf135	zf135	1	0	0	0	9.702134094	Line
zf135	zm001	zf135&&zm001	1	0	0	0	9.933590022	Hybrid
zf135	zm005	zf135&&zm005	1	0	0	0	9.8845381	Hybrid
zf136	zf136	zf136	1	0	0	0	9.873015159	Line
zf136	zm001	zf136&&zm001	1	0	0	0	10.33030936	Hybrid
zf136	zm005	zf136&&zm005	1	0	0	0	10.44765625	Hybrid
zf137	zf137	zf137	1	0	0	0	9.377532075	Line
zf137	zm006	zf137&&zm006	1	0	0	0	10.0296506	Hybrid
zf138	zf040	zf138&&zf040	1	0	0	0	9.167171578	Hybrid
zf138	zf138	zf138	1	0	0	0	9.390233033	Line
zf139	zf139	zf139	1	0	0	0	9.112139219	Line
zf139	zm006	zf139&&zm006	1	0	0	0	10.40072476	Hybrid
zf139	zm010	zf139&&zm010	1	0	0	0	9.932813552	Hybrid
zf139	zm011	zf139&&zm011	1	0	0	0	10.5848298	Hybrid
zf139	zm012	zf139&&zm012	1	0	0	0	9.980850156	Hybrid
zf139	zm014	zf139&&zm014	1	0	0	0	9.797229263	Hybrid
zf139	zm016	zf139&&zm016	1	0	0	0	10.09310562	Hybrid
zf139	zm019	zf139&&zm019	1	0	0	0	9.956290884	Hybrid
zf139	zm020	zf139&&zm020	1	0	0	0	10.18702696	Hybrid
zf139	zm022	zf139&&zm022	1	0	0	0	9.967959779	Hybrid
zf139	zm026	zf139&&zm026	1	0	0	0	10.26555355	Hybrid
zf139	zm028	zf139&&zm028	1	0	0	0	10.6451045	Hybrid
zf139	zm030	zf139&&zm030	1	0	0	0	10.14366192	Hybrid
zf139	zm033	zf139&&zm033	1	0	0	0	10.02270803	Hybrid
zf139	zm036	zf139&&zm036	1	0	0	0	10.44099265	Hybrid
zf139	zm039	zf139&&zm039	1	0	0	0	10.36188425	Hybrid
zf139	zm041	zf139&&zm041	1	0	0	0	9.711836966	Hybrid
zf140	zf140	zf140	1	0	0	0	9.102922615	Line
zf141	zf141	zf141	1	0	0	0	10.03924598	Line
zf141	zm003	zf141&&zm003	1	0	0	0	10.16041876	Hybrid
zf142	zf040	zf142&&zf040	1	0	0	0	9.594287531	Hybrid
zf142	zf142	zf142	1	0	0	0	9.620595234	Line
zf142	zm008	zf142&&zm008	1	0	0	0	10.11168459	Hybrid
zf143	zf143	zf143	1	0	0	0	8.990172926	Line
zf143	zm009	zf143&&zm009	1	0	0	0	10.06077953	Hybrid
zf143	zm010	zf143&&zm010	1	0	0	0	10.32662227	Hybrid
zf143	zm011	zf143&&zm011	1	0	0	0	10.84660451	Hybrid
zf143	zm012	zf143&&zm012	1	0	0	0	10.50176502	Hybrid
zf143	zm014	zf143&&zm014	1	0	0	0	10.31070505	Hybrid
zf143	zm019	zf143&&zm019	1	0	0	0	10.430358	Hybrid
zf143	zm020	zf143&&zm020	1	0	0	0	10.09736902	Hybrid
zf143	zm022	zf143&&zm022	1	0	0	0	10.33299827	Hybrid
zf143	zm024	zf143&&zm024	1	0	0	0	10.48399261	Hybrid
zf143	zm026	zf143&&zm026	1	0	0	0	10.35602982	Hybrid
zf143	zm028	zf143&&zm028	1	0	0	0	10.72671008	Hybrid
zf143	zm030	zf143&&zm030	1	0	0	0	10.51074546	Hybrid
zf143	zm033	zf143&&zm033	1	0	0	0	10.60521848	Hybrid
zf143	zm036	zf143&&zm036	1	0	0	0	10.2838575	Hybrid
zf143	zm039	zf143&&zm039	1	0	0	0	10.49808948	Hybrid
zf143	zm041	zf143&&zm041	1	0	0	0	10.73731341	Hybrid
zf144	zf144	zf144	1	0	0	0	8.758250671	Line
zf144	zm001	zf144&&zm001	1	0	0	0	9.555819321	Hybrid
zf144	zm005	zf144&&zm005	1	0	0	0	9.418206161	Hybrid
zf145	nordsaatmix	zf145&&nordsaatmix	0	0	0	1	10.04114239	Hybrid
zf145	zf145	zf145	1	0	0	1	9.083396852	Line
zf145	zm001	zf145&&zm001	1	0	0	0	9.960672212	Hybrid
zf145	zm005	zf145&&zm005	1	0	0	0	9.549458937	Hybrid
zf145	zm013	zf145&&zm013	1	0	0	0	9.949467117	Hybrid
zf145	zm015	zf145&&zm015	1	0	0	0	10.2296134	Hybrid
zf145	zm017	zf145&&zm017	1	0	0	0	10.211602	Hybrid
zf145	zm018	zf145&&zm018	1	0	0	0	10.06867368	Hybrid
zf145	zm021	zf145&&zm021	1	0	0	0	9.576993396	Hybrid
zf145	zm025	zf145&&zm025	1	0	0	0	10.36851936	Hybrid
zf145	zm027	zf145&&zm027	1	0	0	0	9.791164907	Hybrid
zf145	zm029	zf145&&zm029	1	0	0	0	9.74755267	Hybrid
zf145	zm031	zf145&&zm031	1	0	0	0	9.690742044	Hybrid
zf145	zm032	zf145&&zm032	1	0	0	0	9.328816012	Hybrid
zf145	zm034	zf145&&zm034	1	0	0	0	9.871404663	Hybrid
zf145	zm035	zf145&&zm035	1	0	0	0	9.985373831	Hybrid
zf145	zm036	zf145&&zm036	1	0	0	0	10.10736849	Hybrid
zf145	zm040	zf145&&zm040	1	0	0	0	10.0929881	Hybrid
zf146	zf040	zf146&&zf040	1	0	0	0	9.099534917	Hybrid
zf146	zf146	zf146	1	0	0	0	8.457722932	Line
zf146	zm008	zf146&&zm008	1	0	0	0	9.357863118	Hybrid
zf147	zf147	zf147	1	0	0	0	9.14826856	Line
zf147	zm003	zf147&&zm003	1	0	0	0	9.669247359	Hybrid
zf147	zm007	zf147&&zm007	1	0	0	0	9.91603409	Hybrid
zf147	zm010	zf147&&zm010	1	0	0	0	9.517652586	Hybrid
zf147	zm011	zf147&&zm011	1	0	0	0	10.00828912	Hybrid
zf147	zm012	zf147&&zm012	1	0	0	0	9.842423162	Hybrid
zf147	zm014	zf147&&zm014	1	0	0	0	9.859917661	Hybrid
zf147	zm016	zf147&&zm016	1	0	0	0	10.11106299	Hybrid
zf147	zm019	zf147&&zm019	1	0	0	0	10.04779133	Hybrid
zf147	zm020	zf147&&zm020	1	0	0	0	10.03459878	Hybrid
zf147	zm022	zf147&&zm022	1	0	0	0	9.968935468	Hybrid
zf147	zm024	zf147&&zm024	1	0	0	0	9.750707337	Hybrid
zf147	zm026	zf147&&zm026	1	0	0	0	10.0649915	Hybrid
zf147	zm028	zf147&&zm028	1	0	0	0	10.50280212	Hybrid
zf147	zm030	zf147&&zm030	1	0	0	0	10.25290036	Hybrid
zf147	zm033	zf147&&zm033	1	0	0	0	10.30711631	Hybrid
zf147	zm036	zf147&&zm036	1	0	0	0	10.10316541	Hybrid
zf147	zm039	zf147&&zm039	1	0	0	0	9.972730787	Hybrid
zf147	zm041	zf147&&zm041	1	0	0	0	9.817005469	Hybrid
zf148	zf040	zf148&&zf040	1	0	0	0	9.538740264	Hybrid
zf148	zf148	zf148	1	0	0	0	9.122247502	Line
zf148	zm008	zf148&&zm008	1	0	0	0	10.28636852	Hybrid
zf148	zm013	zf148&&zm013	1	0	0	0	9.859108552	Hybrid
zf148	zm015	zf148&&zm015	1	0	0	0	10.22099678	Hybrid
zf148	zm017	zf148&&zm017	1	0	0	0	9.954774625	Hybrid
zf148	zm018	zf148&&zm018	1	0	0	0	10.16776994	Hybrid
zf148	zm021	zf148&&zm021	1	0	0	0	10.27085376	Hybrid
zf148	zm023	zf148&&zm023	1	0	0	0	10.28169748	Hybrid
zf148	zm025	zf148&&zm025	1	0	0	0	10.37530951	Hybrid
zf148	zm027	zf148&&zm027	1	0	0	0	10.09237565	Hybrid
zf148	zm029	zf148&&zm029	1	0	0	0	10.17819482	Hybrid
zf148	zm031	zf148&&zm031	1	0	0	0	10.13162024	Hybrid
zf148	zm032	zf148&&zm032	1	0	0	0	9.864046907	Hybrid
zf148	zm034	zf148&&zm034	1	0	0	0	10.00333176	Hybrid
zf148	zm035	zf148&&zm035	1	0	0	0	10.21588432	Hybrid
zf148	zm036	zf148&&zm036	1	0	0	0	10.02707685	Hybrid
zf148	zm040	zf148&&zm040	1	0	0	0	10.13378728	Hybrid
zf149	zf040	zf149&&zf040	1	0	0	0	10.15199396	Hybrid
zf149	zf149	zf149	1	0	0	0	8.921107235	Line
zf149	zm008	zf149&&zm008	1	0	0	0	10.03446778	Hybrid
zf149	zm010	zf149&&zm010	1	0	0	0	9.947260006	Hybrid
zf149	zm011	zf149&&zm011	1	0	0	0	10.53372138	Hybrid
zf149	zm012	zf149&&zm012	1	0	0	0	10.30410335	Hybrid
zf149	zm014	zf149&&zm014	1	0	0	0	10.24780186	Hybrid
zf149	zm016	zf149&&zm016	1	0	0	0	9.984896368	Hybrid
zf149	zm019	zf149&&zm019	1	0	0	0	10.56441478	Hybrid
zf149	zm020	zf149&&zm020	1	0	0	0	9.982949861	Hybrid
zf149	zm022	zf149&&zm022	1	0	0	0	10.671649	Hybrid
zf149	zm024	zf149&&zm024	1	0	0	0	10.23890597	Hybrid
zf149	zm026	zf149&&zm026	1	0	0	0	10.46897197	Hybrid
zf149	zm028	zf149&&zm028	1	0	0	0	10.62187676	Hybrid
zf149	zm030	zf149&&zm030	1	0	0	0	10.56394923	Hybrid
zf149	zm033	zf149&&zm033	1	0	0	0	10.3238779	Hybrid
zf149	zm036	zf149&&zm036	1	0	0	0	10.41968311	Hybrid
zf149	zm039	zf149&&zm039	1	0	0	0	10.32213392	Hybrid
zf149	zm041	zf149&&zm041	1	0	0	0	10.35340185	Hybrid
zf150	zf150	zf150	1	0	0	0	9.440236574	Line
zf150	zm001	zf150&&zm001	1	0	0	0	10.31282475	Hybrid
zf150	zm005	zf150&&zm005	1	0	0	0	9.687250299	Hybrid
zf150	zm013	zf150&&zm013	1	0	0	0	9.918318188	Hybrid
zf150	zm015	zf150&&zm015	1	0	0	0	9.741873115	Hybrid
zf150	zm017	zf150&&zm017	1	0	0	0	10.42141901	Hybrid
zf150	zm018	zf150&&zm018	1	0	0	0	10.35151595	Hybrid
zf150	zm021	zf150&&zm021	1	0	0	0	10.05314213	Hybrid
zf150	zm023	zf150&&zm023	1	0	0	0	10.00697098	Hybrid
zf150	zm025	zf150&&zm025	1	0	0	0	10.13186528	Hybrid
zf150	zm027	zf150&&zm027	1	0	0	0	9.847557552	Hybrid
zf150	zm029	zf150&&zm029	1	0	0	0	9.898269236	Hybrid
zf150	zm031	zf150&&zm031	1	0	0	0	10.03321425	Hybrid
zf150	zm032	zf150&&zm032	1	0	0	0	10.11979998	Hybrid
zf150	zm034	zf150&&zm034	1	0	0	0	10.13838747	Hybrid
zf150	zm035	zf150&&zm035	1	0	0	0	10.05423968	Hybrid
zf150	zm036	zf150&&zm036	1	0	0	0	9.963785357	Hybrid
zf150	zm040	zf150&&zm040	1	0	0	0	10.20525941	Hybrid
zf151	zf151	zf151	1	0	0	0	9.374770315	Line
zf152	zf040	zf152&&zf040	1	0	0	0	9.627467255	Hybrid
zf152	zf152	zf152	1	1	0	0	9.263792291	Line
zf152	zm006	zf152&&zm006	1	0	0	0	10.37439204	Hybrid
zf152	zm009	zf152&&zm009	0	1	0	0	9.662641185	Hybrid
zf152	zm010	zf152&&zm010	1	1	0	0	9.914433408	Hybrid
zf152	zm011	zf152&&zm011	1	0	0	0	10.33894071	Hybrid
zf152	zm012	zf152&&zm012	1	0	0	0	10.12129922	Hybrid
zf152	zm014	zf152&&zm014	1	0	0	0	9.796423783	Hybrid
zf152	zm016	zf152&&zm016	1	0	0	0	9.878660018	Hybrid
zf152	zm019	zf152&&zm019	1	0	0	0	10.29751328	Hybrid
zf152	zm020	zf152&&zm020	1	0	0	0	9.783348424	Hybrid
zf152	zm022	zf152&&zm022	1	0	0	0	10.40648525	Hybrid
zf152	zm024	zf152&&zm024	1	0	0	0	10.11428479	Hybrid
zf152	zm026	zf152&&zm026	1	0	0	0	10.30728534	Hybrid
zf152	zm028	zf152&&zm028	1	0	0	0	10.61242348	Hybrid
zf152	zm030	zf152&&zm030	1	0	0	0	10.4733579	Hybrid
zf152	zm033	zf152&&zm033	1	0	0	0	10.53131538	Hybrid
zf152	zm036	zf152&&zm036	1	0	0	0	10.27566438	Hybrid
zf152	zm039	zf152&&zm039	1	0	0	0	10.35934132	Hybrid
zf152	zm041	zf152&&zm041	1	0	0	0	10.19783225	Hybrid
zf152	zm303	zf152&&zm303	0	1	0	0	10.01519507	Hybrid
zf152	zm304	zf152&&zm304	0	1	0	0	10.48058805	Hybrid
zf152	zm312	zf152&&zm312	0	1	0	0	9.812337089	Hybrid
zf152	zm314	zf152&&zm314	0	1	0	0	10.18570313	Hybrid
zf152	zm317	zf152&&zm317	0	1	0	0	10.03102777	Hybrid
zf152	zm319	zf152&&zm319	0	1	0	0	10.17762324	Hybrid
zf152	zm322	zf152&&zm322	0	1	0	0	9.972949852	Hybrid
zf152	zm324	zf152&&zm324	0	1	0	0	10.10016547	Hybrid
zf152	zm326	zf152&&zm326	0	1	0	0	10.27221632	Hybrid
zf152	zm329	zf152&&zm329	0	1	0	0	10.2412459	Hybrid
zf152	zm331	zf152&&zm331	0	1	0	0	9.971129698	Hybrid
zf152	zm332	zf152&&zm332	0	1	0	0	10.15604133	Hybrid
zf152	zm334	zf152&&zm334	0	1	0	0	9.772077991	Hybrid
zf152	zm336	zf152&&zm336	0	1	0	0	10.06827536	Hybrid
zf152	zm337	zf152&&zm337	0	1	0	0	9.894829234	Hybrid
zf152	zm339	zf152&&zm339	0	1	0	0	9.827196833	Hybrid
zf152	zm340	zf152&&zm340	0	1	0	0	10.03063638	Hybrid
zf153	zf153	zf153	1	0	0	0	9.230509842	Line
zf153	zm013	zf153&&zm013	1	0	0	0	10.19548317	Hybrid
zf153	zm015	zf153&&zm015	1	0	0	0	10.06838024	Hybrid
zf153	zm017	zf153&&zm017	1	0	0	0	10.27244447	Hybrid
zf153	zm018	zf153&&zm018	1	0	0	0	10.32672545	Hybrid
zf153	zm021	zf153&&zm021	1	0	0	0	10.09038589	Hybrid
zf153	zm023	zf153&&zm023	1	0	0	0	10.55455894	Hybrid
zf153	zm025	zf153&&zm025	1	0	0	0	10.35772356	Hybrid
zf153	zm027	zf153&&zm027	1	0	0	0	10.31160007	Hybrid
zf153	zm029	zf153&&zm029	1	0	0	0	9.94543483	Hybrid
zf153	zm031	zf153&&zm031	1	0	0	0	10.33018077	Hybrid
zf153	zm032	zf153&&zm032	1	0	0	0	10.11667636	Hybrid
zf153	zm034	zf153&&zm034	1	0	0	0	10.16339955	Hybrid
zf153	zm035	zf153&&zm035	1	0	0	0	10.16574115	Hybrid
zf153	zm036	zf153&&zm036	1	0	0	0	10.24617241	Hybrid
zf153	zm040	zf153&&zm040	1	0	0	0	10.44034931	Hybrid
zf155	zf040	zf155&&zf040	1	0	0	0	10.3211878	Hybrid
zf155	zf155	zf155	1	0	0	0	9.772613399	Line
zf155	zm007	zf155&&zm007	1	0	0	0	10.20614862	Hybrid
zf155	zm009	zf155&&zm009	1	0	0	0	10.27620512	Hybrid
zf156	zf040	zf156&&zf040	1	0	0	0	9.708024501	Hybrid
zf156	zf156	zf156	1	0	0	0	9.236225938	Line
zf156	zm010	zf156&&zm010	1	0	0	0	9.598539578	Hybrid
zf156	zm012	zf156&&zm012	1	0	0	0	9.887878406	Hybrid
zf156	zm014	zf156&&zm014	1	0	0	0	9.71013812	Hybrid
zf156	zm016	zf156&&zm016	1	0	0	0	9.811597843	Hybrid
zf156	zm019	zf156&&zm019	1	0	0	0	9.926655967	Hybrid
zf156	zm020	zf156&&zm020	1	0	0	0	9.902613601	Hybrid
zf156	zm022	zf156&&zm022	1	0	0	0	10.07817039	Hybrid
zf156	zm024	zf156&&zm024	1	0	0	0	10.18275418	Hybrid
zf156	zm028	zf156&&zm028	1	0	0	0	9.83606252	Hybrid
zf156	zm030	zf156&&zm030	1	0	0	0	9.428362446	Hybrid
zf156	zm036	zf156&&zm036	1	0	0	0	9.984702658	Hybrid
zf156	zm039	zf156&&zm039	1	0	0	0	9.804767402	Hybrid
zf156	zm041	zf156&&zm041	1	0	0	0	9.874625946	Hybrid
zf157	zf157	zf157	1	0	0	0	9.378319688	Line
zf157	zm001	zf157&&zm001	1	0	0	0	10.28167161	Hybrid
zf157	zm005	zf157&&zm005	1	0	0	0	9.976769099	Hybrid
zf157	zm013	zf157&&zm013	1	0	0	0	10.00434189	Hybrid
zf157	zm017	zf157&&zm017	1	0	0	0	10.06000917	Hybrid
zf157	zm018	zf157&&zm018	1	0	0	0	10.41512004	Hybrid
zf157	zm021	zf157&&zm021	1	0	0	0	10.14806142	Hybrid
zf157	zm023	zf157&&zm023	1	0	0	0	10.170771	Hybrid
zf157	zm025	zf157&&zm025	1	0	0	0	9.936293339	Hybrid
zf157	zm027	zf157&&zm027	1	0	0	0	10.35161953	Hybrid
zf157	zm029	zf157&&zm029	1	0	0	0	10.08238778	Hybrid
zf157	zm031	zf157&&zm031	1	0	0	0	9.995879049	Hybrid
zf157	zm032	zf157&&zm032	1	0	0	0	9.914409286	Hybrid
zf157	zm034	zf157&&zm034	1	0	0	0	10.52781811	Hybrid
zf157	zm035	zf157&&zm035	1	0	0	0	9.880999311	Hybrid
zf157	zm036	zf157&&zm036	1	0	0	0	10.20154621	Hybrid
zf157	zm040	zf157&&zm040	1	0	0	0	10.14274653	Hybrid
zf158	zf158	zf158	1	0	0	0	9.255798038	Line
zf158	zm006	zf158&&zm006	1	0	0	0	9.913597985	Hybrid
zf158	zm009	zf158&&zm009	1	0	0	0	10.18458321	Hybrid
zf159	zf159	zf159	1	0	0	0	9.360360867	Line
zf159	zm001	zf159&&zm001	1	0	0	0	9.875107641	Hybrid
zf159	zm005	zf159&&zm005	1	0	0	0	10.11910752	Hybrid
zf160	zf160	zf160	1	0	0	0	9.051103264	Line
zf160	zm003	zf160&&zm003	1	0	0	0	9.028595935	Hybrid
zf160	zm007	zf160&&zm007	1	0	0	0	9.575517594	Hybrid
zf161	zf040	zf161&&zf040	1	0	0	0	10.21368558	Hybrid
zf161	zf161	zf161	1	0	0	0	9.58534603	Line
zf161	zm008	zf161&&zm008	1	0	0	0	10.16406674	Hybrid
zf162	zf162	zf162	1	0	0	0	9.845404828	Line
zf162	zm003	zf162&&zm003	1	0	0	0	9.789071947	Hybrid
zf162	zm007	zf162&&zm007	1	0	0	0	10.19429115	Hybrid
zf162	zm009	zf162&&zm009	1	0	0	0	10.4234754	Hybrid
zf163	zf040	zf163&&zf040	1	0	0	0	9.652521807	Hybrid
zf163	zf163	zf163	1	0	0	0	9.414631847	Line
zf163	zm008	zf163&&zm008	1	0	0	0	10.00207493	Hybrid
zf164	zf164	zf164	1	0	0	0	9.778963797	Line
zf164	zm006	zf164&&zm006	1	0	0	0	10.44494051	Hybrid
zf164	zm009	zf164&&zm009	1	0	0	0	10.67338318	Hybrid
zf165	zf165	zf165	1	0	0	0	9.457657395	Line
zf165	zm001	zf165&&zm001	1	0	0	0	10.06223966	Hybrid
zf165	zm005	zf165&&zm005	1	0	0	0	10.44456257	Hybrid
zf166	zf040	zf166&&zf040	1	0	0	0	9.92952407	Hybrid
zf166	zf166	zf166	1	0	0	0	9.137886641	Line
zf166	zm001	zf166&&zm001	1	0	0	0	9.558915346	Hybrid
zf166	zm005	zf166&&zm005	1	0	0	0	10.05416385	Hybrid
zf166	zm008	zf166&&zm008	1	0	0	0	10.446296	Hybrid
zf166	zm010	zf166&&zm010	1	0	0	0	9.97959855	Hybrid
zf166	zm012	zf166&&zm012	1	0	0	0	10.4074828	Hybrid
zf166	zm014	zf166&&zm014	1	0	0	0	9.7908596	Hybrid
