Female	Male	Female&&Male	Experimental_Series_II	Experimental_Series_III	Experimental_Series_IV	Experimental_Series_V	Grain_Yield[Mg/ha]	Type
tri1067	tri1067	tri1067	0	0	0	1	7.825507681	Line
tri10746iso	tri10746iso	tri10746iso	0	0	0	1	7.830720349	Line
tri10878iso	tri10878iso	tri10878iso	0	0	0	1	7.530909259	Line
tri10924	tri10924	tri10924	0	0	0	1	5.166783628	Line
tri11127iso	tri11127iso	tri11127iso	0	0	0	1	8.02852912	Line
tri11141	tri11141	tri11141	0	0	0	1	5.834689551	Line
tri11210iso	tri11210iso	tri11210iso	0	0	0	1	8.264933051	Line
tri11221	tri11221	tri11221	0	0	0	1	7.338835904	Line
tri11252	tri11252	tri11252	0	0	0	1	7.884215215	Line
tri11259iso	tri11259iso	tri11259iso	0	0	0	1	7.947206218	Line
tri11261	malemixearly	tri11261&&malemixearly	0	0	0	1	9.231099828	Hybrid
tri11261	tri11261	tri11261	0	0	0	1	8.504329021	Line
tri11275iso	tri11275iso	tri11275iso	0	0	0	1	6.857947091	Line
tri11281iso	tri11281iso	tri11281iso	0	0	0	1	8.738402359	Line
tri11299iso	tri11299iso	tri11299iso	0	0	0	1	8.363653095	Line
tri11301	malemixlate	tri11301&&malemixlate	0	0	0	1	9.466395069	Hybrid
tri11301	tri11301	tri11301	0	0	0	1	8.58839934	Line
tri11339	tri11339	tri11339	0	0	0	1	7.202578162	Line
tri1142iso	tri1142iso	tri1142iso	0	0	0	1	6.51255407	Line
tri11451iso	tri11451iso	tri11451iso	0	0	0	1	8.038123245	Line
tri11580iso	tri11580iso	tri11580iso	0	0	0	1	7.903665255	Line
tri11638iso	tri11638iso	tri11638iso	0	0	0	1	7.547020545	Line
tri11799iso	tri11799iso	tri11799iso	0	0	0	1	7.705592004	Line
tri11836iso	tri11836iso	tri11836iso	0	0	0	1	7.821183297	Line
tri11957iso	tri11957iso	tri11957iso	0	0	0	1	8.046212818	Line
tri11964	tri11964	tri11964	0	0	0	1	8.054048632	Line
tri11972	malemixearly	tri11972&&malemixearly	0	0	0	1	7.927473332	Hybrid
tri11972	tri11972	tri11972	0	0	0	1	8.003314704	Line
tri12004iso	tri12004iso	tri12004iso	0	0	0	1	7.750262093	Line
tri12010	tri12010	tri12010	0	0	0	1	7.446435118	Line
tri12047iso	tri12047iso	tri12047iso	0	0	0	1	8.372415483	Line
tri12393iso	tri12393iso	tri12393iso	0	0	0	1	8.934506191	Line
tri12510iso	tri12510iso	tri12510iso	0	0	0	1	8.704237621	Line
tri12804	tri12804	tri12804	0	0	0	1	6.409133245	Line
tri12897	tri12897	tri12897	0	0	0	1	5.63990821	Line
tri12918	malemixearly	tri12918&&malemixearly	0	0	0	1	8.937558279	Hybrid
tri12918	tri12918	tri12918	0	0	0	1	8.032978965	Line
tri12963	malemixearly	tri12963&&malemixearly	0	0	0	1	9.219343013	Hybrid
tri12963	tri12963	tri12963	0	0	0	1	8.754898511	Line
tri12965	tri12965	tri12965	0	0	0	1	6.582294855	Line
tri13024	tri13024	tri13024	0	0	0	1	7.003854631	Line
tri13028iso	tri13028iso	tri13028iso	0	0	0	1	8.184350234	Line
tri13212	tri13212	tri13212	0	0	0	1	7.517570681	Line
tri13220	tri13220	tri13220	0	0	0	1	8.44295644	Line
tri13251iso	tri13251iso	tri13251iso	0	0	0	1	8.145029719	Line
tri13272iso	tri13272iso	tri13272iso	0	0	0	1	8.438870204	Line
tri13305	tri13305	tri13305	0	0	0	1	7.926458202	Line
tri13344	tri13344	tri13344	0	0	0	1	8.196150624	Line
tri1340	tri1340	tri1340	0	0	0	1	7.510462442	Line
tri13428iso	tri13428iso	tri13428iso	0	0	0	1	7.976310465	Line
tri13582	malemixearly	tri13582&&malemixearly	0	0	0	1	9.036574446	Hybrid
tri13582	tri13582	tri13582	0	0	0	1	8.69766219	Line
tri13590iso	tri13590iso	tri13590iso	0	0	0	1	8.10128386	Line
tri13672	tri13672	tri13672	0	0	0	1	6.144181767	Line
tri1389	tri1389	tri1389	0	0	0	1	6.140920934	Line
tri14280	tri14280	tri14280	0	0	0	1	7.535338152	Line
tri14300	tri14300	tri14300	0	0	0	1	6.527090381	Line
tri14727iso	tri14727iso	tri14727iso	0	0	0	1	9.11809161	Line
tri14728iso	tri14728iso	tri14728iso	0	0	0	1	8.774544144	Line
tri14868	tri14868	tri14868	0	0	0	1	7.440867898	Line
tri14884	tri14884	tri14884	0	0	0	1	6.687473912	Line
tri14887	tri14887	tri14887	0	0	0	1	6.052466277	Line
tri14905	tri14905	tri14905	0	0	0	1	6.792404953	Line
tri14913	tri14913	tri14913	0	0	0	1	6.170946888	Line
tri14934	tri14934	tri14934	0	0	0	1	6.370274823	Line
tri15098	tri15098	tri15098	0	0	0	1	5.704166673	Line
tri15161	tri15161	tri15161	0	0	0	1	5.441471528	Line
tri1601	tri1601	tri1601	0	0	0	1	7.59364525	Line
tri1635	tri1635	tri1635	0	0	0	1	7.159641726	Line
tri16399iso	tri16399iso	tri16399iso	0	0	0	1	8.727557146	Line
tri16529	tri16529	tri16529	0	0	0	1	6.212286628	Line
tri16644	malemixearly	tri16644&&malemixearly	0	0	0	1	8.648762492	Hybrid
tri16644	tri16644	tri16644	0	0	0	1	8.494942128	Line
tri16698	tri16698	tri16698	0	0	0	1	6.863131936	Line
tri16828iso	tri16828iso	tri16828iso	0	0	0	1	7.161799935	Line
tri16935	tri16935	tri16935	0	0	0	1	5.07808759	Line
tri16948	tri16948	tri16948	0	0	0	1	8.919689713	Line
tri17266	tri17266	tri17266	0	0	0	1	6.953230297	Line
tri17856iso	tri17856iso	tri17856iso	0	0	0	1	7.588382833	Line
tri18027	tri18027	tri18027	0	0	0	1	6.385473002	Line
tri19119iso	tri19119iso	tri19119iso	0	0	0	1	8.487596479	Line
tri19594	tri19594	tri19594	0	0	0	1	8.179511355	Line
tri19607	tri19607	tri19607	0	0	0	1	5.379360439	Line
tri19667iso	tri19667iso	tri19667iso	0	0	0	1	7.004361919	Line
tri19818	tri19818	tri19818	0	0	0	1	7.02425117	Line
tri19851iso	tri19851iso	tri19851iso	0	0	0	1	7.725994564	Line
tri20997	tri20997	tri20997	0	0	0	1	8.168435699	Line
tri21059	tri21059	tri21059	0	0	0	1	7.275120786	Line
tri21107iso	tri21107iso	tri21107iso	0	0	0	1	8.353182281	Line
tri21119iso	tri21119iso	tri21119iso	0	0	0	1	7.81269216	Line
tri21125	tri21125	tri21125	0	0	0	1	6.275182342	Line
tri21139iso	tri21139iso	tri21139iso	0	0	0	1	8.87065682	Line
tri21163iso	tri21163iso	tri21163iso	0	0	0	1	8.106534498	Line
tri21165	tri21165	tri21165	0	0	0	1	7.195997748	Line
tri21181	tri21181	tri21181	0	0	0	1	6.867114083	Line
tri21210iso	tri21210iso	tri21210iso	0	0	0	1	7.765694276	Line
tri21245iso	tri21245iso	tri21245iso	0	0	0	1	8.368914839	Line
tri21265iso	tri21265iso	tri21265iso	0	0	0	1	8.269234721	Line
tri21284iso	tri21284iso	tri21284iso	0	0	0	1	7.942717107	Line
tri21287iso	tri21287iso	tri21287iso	0	0	0	1	7.67839265	Line
tri21302iso	tri21302iso	tri21302iso	0	0	0	1	8.411507405	Line
tri21330	tri21330	tri21330	0	0	0	1	6.09069456	Line
tri21888	tri21888	tri21888	0	0	0	1	6.660334542	Line
tri22519iso	tri22519iso	tri22519iso	0	0	0	1	7.972229231	Line
tri22800	tri22800	tri22800	0	0	0	1	6.089647607	Line
tri22851iso	tri22851iso	tri22851iso	0	0	0	1	8.479268295	Line
tri2287	tri2287	tri2287	0	0	0	1	6.627996647	Line
tri229iso	tri229iso	tri229iso	0	0	0	1	8.752730702	Line
tri23126	malemixearly	tri23126&&malemixearly	0	0	0	1	9.220077476	Hybrid
tri23126	tri23126	tri23126	0	0	0	1	8.509066135	Line
tri23191iso	tri23191iso	tri23191iso	0	0	0	1	9.153811081	Line
tri23279	malemixearly	tri23279&&malemixearly	0	0	0	1	9.277617379	Hybrid
tri23279	tri23279	tri23279	0	0	0	1	8.627275907	Line
tri23293iso	tri23293iso	tri23293iso	0	0	0	1	8.149704659	Line
tri2342	tri2342	tri2342	0	0	0	1	5.973454487	Line
tri23671	tri23671	tri23671	0	0	0	1	8.497497652	Line
tri24071	tri24071	tri24071	0	0	0	1	6.447547985	Line
tri2411	tri2411	tri2411	0	0	0	1	6.313700602	Line
tri24352	tri24352	tri24352	0	0	0	1	5.905542763	Line
tri243	tri243	tri243	0	0	0	1	5.647401299	Line
tri24607iso	tri24607iso	tri24607iso	0	0	0	1	8.047993453	Line
tri25141iso	tri25141iso	tri25141iso	0	0	0	1	7.881082319	Line
tri25292	tri25292	tri25292	0	0	0	1	6.823220377	Line
tri252iso	tri252iso	tri252iso	0	0	0	1	8.201931302	Line
tri25755iso	tri25755iso	tri25755iso	0	0	0	1	8.854774333	Line
tri25909	tri25909	tri25909	0	0	0	1	6.459042789	Line
tri279iso	tri279iso	tri279iso	0	0	0	1	7.330858665	Line
tri28909	tri28909	tri28909	0	0	0	1	7.672757036	Line
tri316	tri316	tri316	0	0	0	1	6.64523582	Line
tri319	tri319	tri319	0	0	0	1	5.646012169	Line
tri322iso	tri322iso	tri322iso	0	0	0	1	7.332095479	Line
tri344	tri344	tri344	0	0	0	1	6.279882634	Line
tri351	tri351	tri351	0	0	0	1	5.465000799	Line
tri355	tri355	tri355	0	0	0	1	6.963069291	Line
tri3792	tri3792	tri3792	0	0	0	1	7.228611138	Line
tri4221	tri4221	tri4221	0	0	0	1	6.965786638	Line
tri4268	tri4268	tri4268	0	0	0	1	7.244365017	Line
tri4526	tri4526	tri4526	0	0	0	1	5.097759188	Line
tri4589	tri4589	tri4589	0	0	0	1	7.870394683	Line
tri4742	tri4742	tri4742	0	0	0	1	7.668386632	Line
tri4763	tri4763	tri4763	0	0	0	1	6.735966758	Line
tri4822	tri4822	tri4822	0	0	0	1	6.589809711	Line
tri5024iso	tri5024iso	tri5024iso	0	0	0	1	7.828826184	Line
tri5082	tri5082	tri5082	0	0	0	1	7.106343769	Line
tri5085	tri5085	tri5085	0	0	0	1	6.505153206	Line
tri5090iso	tri5090iso	tri5090iso	0	0	0	1	8.493205342	Line
tri5180	tri5180	tri5180	0	0	0	1	6.949992972	Line
tri5191	tri5191	tri5191	0	0	0	1	6.797548765	Line
tri5288	tri5288	tri5288	0	0	0	1	6.854567099	Line
tri6368iso	tri6368iso	tri6368iso	0	0	0	1	8.003622815	Line
tri6372iso	tri6372iso	tri6372iso	0	0	0	1	7.369126924	Line
tri6386iso	tri6386iso	tri6386iso	0	0	0	1	7.524659108	Line
tri64iso	tri64iso	tri64iso	0	0	0	1	7.627894628	Line
tri6747	malemixearly	tri6747&&malemixearly	0	0	0	1	8.810945995	Hybrid
tri6747	tri6747	tri6747	0	0	0	1	7.598242402	Line
tri6761iso	tri6761iso	tri6761iso	0	0	0	1	8.487145899	Line
tri6811	tri6811	tri6811	0	0	0	1	7.558036899	Line
tri6816	tri6816	tri6816	0	0	0	1	6.321169227	Line
tri6876	tri6876	tri6876	0	0	0	1	7.206101642	Line
tri6889	tri6889	tri6889	0	0	0	1	5.793978286	Line
tri6903iso	tri6903iso	tri6903iso	0	0	0	1	6.883612391	Line
tri6926	tri6926	tri6926	0	0	0	1	6.804058508	Line
tri6933	tri6933	tri6933	0	0	0	1	7.486662548	Line
tri7169iso	tri7169iso	tri7169iso	0	0	0	1	9.025866775	Line
tri7372iso	tri7372iso	tri7372iso	0	0	0	1	7.462657077	Line
tri7373iso	tri7373iso	tri7373iso	0	0	0	1	8.272892092	Line
tri7399	tri7399	tri7399	0	0	0	1	5.809913251	Line
tri7711	tri7711	tri7711	0	0	0	1	7.464010667	Line
tri7861	tri7861	tri7861	0	0	0	1	5.695833694	Line
tri7887	tri7887	tri7887	0	0	0	1	7.887987373	Line
tri7963iso	tri7963iso	tri7963iso	0	0	0	1	7.528420962	Line
tri8036iso	tri8036iso	tri8036iso	0	0	0	1	8.523297612	Line
tri8038	tri8038	tri8038	0	0	0	1	7.710784126	Line
tri8070	tri8070	tri8070	0	0	0	1	6.175159924	Line
tri8084iso	tri8084iso	tri8084iso	0	0	0	1	7.801907552	Line
tri8097	tri8097	tri8097	0	0	0	1	5.370894209	Line
tri8130	tri8130	tri8130	0	0	0	1	7.582255854	Line
tri8134	tri8134	tri8134	0	0	0	1	6.515654772	Line
tri8137	tri8137	tri8137	0	0	0	1	7.675198714	Line
tri8280	tri8280	tri8280	0	0	0	1	7.07968027	Line
tri83iso	tri83iso	tri83iso	0	0	0	1	8.488425454	Line
tri8453iso	tri8453iso	tri8453iso	0	0	0	1	7.711126594	Line
tri9326	tri13344	tri9326&&tri13344	0	0	0	1	8.475194765	Hybrid
tri9326	tri9326	tri9326	0	0	0	1	7.932885607	Line
tri9364	malemixearly	tri9364&&malemixearly	0	0	0	1	9.207393004	Hybrid
tri9364	tri9364	tri9364	0	0	0	1	8.594956152	Line
tri9389	tri9389	tri9389	0	0	0	1	7.116727274	Line
tri9405iso	tri9405iso	tri9405iso	0	0	0	1	7.780982341	Line
tri9410	tri9410	tri9410	0	0	0	1	7.296307545	Line
tri9519iso	tri9519iso	tri9519iso	0	0	0	1	7.201721959	Line
tri9523iso	tri9523iso	tri9523iso	0	0	0	1	7.906419927	Line
tri9569	tri9569	tri9569	0	0	0	1	5.205920904	Line
tri9585	malemixearly	tri9585&&malemixearly	0	0	0	1	8.838018509	Hybrid
tri9585	tri9585	tri9585	0	0	0	1	8.389335796	Line
tri9602iso	tri9602iso	tri9602iso	0	0	0	1	8.505306332	Line
tri9664	tri9664	tri9664	0	0	0	1	7.514049807	Line
tri9670	tri9670	tri9670	0	0	0	1	8.085986844	Line
tri9798	tri9798	tri9798	0	0	0	1	7.076103624	Line
tri9800	tri9800	tri9800	0	0	0	1	7.317120111	Line
tri9843iso	tri9843iso	tri9843iso	0	0	0	1	7.763547292	Line
tri9873iso	tri9873iso	tri9873iso	0	0	0	1	8.383887355	Line
tri9899	malemixearly	tri9899&&malemixearly	0	0	0	1	9.077681476	Hybrid
tri9899	tri9899	tri9899	0	0	0	1	8.328765354	Line
tri9968	tri9968	tri9968	0	0	0	1	5.41131545	Line
tri998iso	tri998iso	tri998iso	0	0	0	1	8.575294538	Line
tuerkis	b44	tuerkis&&b44	0	0	0	1	7.864957279	Hybrid
tuerkis	malemixlate	tuerkis&&malemixlate	0	0	0	1	9.213795495	Hybrid
tuerkis	tri1389	tuerkis&&tri1389	0	0	0	1	8.78946828	Hybrid
tuerkis	tri3792	tuerkis&&tri3792	0	0	0	1	8.717556647	Hybrid
tuerkis	tri5288	tuerkis&&tri5288	0	0	0	1	8.558234548	Hybrid
tuerkis	tuerkis	tuerkis	0	0	0	1	8.84745259	Line
turandot	malemixearly	turandot&&malemixearly	0	0	0	1	9.295576014	Hybrid
turandot	turandot	turandot	0	0	0	1	9.493267952	Line
viginia	malemixearly	viginia&&malemixearly	0	0	0	1	9.160855209	Hybrid
viginia	viginia	viginia	0	0	0	1	8.736992196	Line
volnyska	malemixearly	volnyska&&malemixearly	0	0	0	1	9.436424052	Hybrid
volnyska	volnyska	volnyska	0	0	0	1	8.828067492	Line
xantippe	xantippe	xantippe	0	0	0	1	9.656687187	Line
zaprozoskaja5	malemixearly	zaprozoskaja5&&malemixearly	0	0	0	1	8.899860776	Hybrid
zaprozoskaja5	zaprozoskaja5	zaprozoskaja5	0	0	0	1	8.658360002	Line
zf001	zf001	zf001	1	0	0	0	9.914335776	Line
zf001	zm001	zf001&&zm001	1	0	0	0	10.14766766	Hybrid
zf001	zm005	zf001&&zm005	1	0	0	0	10.22805856	Hybrid
zf002	zf002	zf002	1	0	0	0	9.133073999	Line
zf002	zf040	zf002&&zf040	1	0	0	0	10.25335137	Hybrid
zf002	zm003	zf002&&zm003	1	0	0	0	9.795550186	Hybrid
zf002	zm007	zf002&&zm007	1	0	0	0	10.10144509	Hybrid
zf002	zm009	zf002&&zm009	1	0	0	0	9.824789102	Hybrid
zf003	zf003	zf003	1	0	0	0	9.183410876	Line
zf003	zf040	zf003&&zf040	1	0	0	0	10.18790677	Hybrid
zf003	zm006	zf003&&zm006	1	0	0	0	10.21009712	Hybrid
zf003	zm009	zf003&&zm009	1	0	0	0	9.664523764	Hybrid
zf003	zm010	zf003&&zm010	1	0	0	0	9.752555157	Hybrid
zf003	zm013	zf003&&zm013	1	0	0	0	9.760342831	Hybrid
zf003	zm015	zf003&&zm015	1	0	0	0	9.72949124	Hybrid
zf003	zm017	zf003&&zm017	1	0	0	0	10.01840472	Hybrid
zf003	zm018	zf003&&zm018	1	0	0	0	9.829876008	Hybrid
zf003	zm021	zf003&&zm021	1	0	0	0	9.937418902	Hybrid
zf003	zm023	zf003&&zm023	1	0	0	0	9.969355999	Hybrid
zf003	zm025	zf003&&zm025	1	0	0	0	10.06844584	Hybrid
zf003	zm027	zf003&&zm027	1	0	0	0	9.349256083	Hybrid
zf003	zm029	zf003&&zm029	1	0	0	0	10.12528745	Hybrid
zf003	zm031	zf003&&zm031	1	0	0	0	9.667286399	Hybrid
zf003	zm032	zf003&&zm032	1	0	0	0	9.854830483	Hybrid
zf003	zm034	zf003&&zm034	1	0	0	0	10.2086419	Hybrid
zf003	zm035	zf003&&zm035	1	0	0	0	9.98012592	Hybrid
zf003	zm036	zf003&&zm036	1	0	0	0	10.08280326	Hybrid
zf003	zm040	zf003&&zm040	1	0	0	0	10.04068188	Hybrid
zf004	zf004	zf004	1	0	0	0	9.423169758	Line
zf004	zf040	zf004&&zf040	1	0	0	0	10.11974154	Hybrid
zf004	zm006	zf004&&zm006	1	0	0	0	10.07367525	Hybrid
zf004	zm009	zf004&&zm009	1	0	0	0	9.528965522	Hybrid
zf004	zm010	zf004&&zm010	1	0	0	0	10.06461397	Hybrid
zf004	zm011	zf004&&zm011	1	0	0	0	10.32162714	Hybrid
zf004	zm012	zf004&&zm012	1	0	0	0	10.4207538	Hybrid
zf004	zm014	zf004&&zm014	1	0	0	0	9.822322784	Hybrid
zf004	zm016	zf004&&zm016	1	0	0	0	9.860856538	Hybrid
zf004	zm019	zf004&&zm019	1	0	0	0	10.2409311	Hybrid
zf004	zm020	zf004&&zm020	1	0	0	0	10.12693309	Hybrid
zf004	zm022	zf004&&zm022	1	0	0	0	10.33808336	Hybrid
zf004	zm024	zf004&&zm024	1	0	0	0	10.32796439	Hybrid
zf004	zm026	zf004&&zm026	1	0	0	0	10.12883172	Hybrid
zf004	zm028	zf004&&zm028	1	0	0	0	10.3843073	Hybrid
zf004	zm030	zf004&&zm030	1	0	0	0	10.30187634	Hybrid
zf004	zm033	zf004&&zm033	1	0	0	0	10.35391728	Hybrid
zf004	zm036	zf004&&zm036	1	0	0	0	10.34942949	Hybrid
zf004	zm039	zf004&&zm039	1	0	0	0	10.09821009	Hybrid
zf004	zm041	zf004&&zm041	1	0	0	0	10.30692134	Hybrid
zf005	zf005	zf005	1	0	0	0	9.123213929	Line
zf005	zm001	zf005&&zm001	1	0	0	0	10.15926947	Hybrid
zf005	zm005	zf005&&zm005	1	0	0	0	9.846884715	Hybrid
zf006	zf006	zf006	1	0	0	0	8.937473173	Line
zf006	zf040	zf006&&zf040	1	0	0	0	10.03206174	Hybrid
zf006	zm008	zf006&&zm008	1	0	0	0	10.18687422	Hybrid
zf006	zm010	zf006&&zm010	1	0	0	0	9.894447064	Hybrid
zf006	zm013	zf006&&zm013	1	0	0	0	10.043625	Hybrid
zf006	zm015	zf006&&zm015	1	0	0	0	10.03144403	Hybrid
zf006	zm017	zf006&&zm017	1	0	0	0	9.87236732	Hybrid
zf006	zm018	zf006&&zm018	1	0	0	0	10.36169114	Hybrid
zf006	zm021	zf006&&zm021	1	0	0	0	10.05267872	Hybrid
zf006	zm023	zf006&&zm023	1	0	0	0	10.00073528	Hybrid
zf006	zm025	zf006&&zm025	1	0	0	0	10.29067739	Hybrid
zf006	zm027	zf006&&zm027	1	0	0	0	9.446592836	Hybrid
zf006	zm029	zf006&&zm029	1	0	0	0	9.641951709	Hybrid
zf006	zm031	zf006&&zm031	1	0	0	0	9.873974988	Hybrid
zf006	zm032	zf006&&zm032	1	0	0	0	10.07500512	Hybrid
zf006	zm034	zf006&&zm034	1	0	0	0	9.914620478	Hybrid
zf006	zm035	zf006&&zm035	1	0	0	0	10.2599649	Hybrid
zf006	zm036	zf006&&zm036	1	0	0	0	10.00636562	Hybrid
zf006	zm040	zf006&&zm040	1	0	0	0	9.912007342	Hybrid
zf007	zf007	zf007	1	0	0	0	9.458594835	Line
zf007	zm010	zf007&&zm010	1	0	0	0	10.12597253	Hybrid
zf007	zm011	zf007&&zm011	1	0	0	0	10.33974392	Hybrid
zf007	zm012	zf007&&zm012	1	0	0	0	10.55466768	Hybrid
zf007	zm014	zf007&&zm014	1	0	0	0	10.00193731	Hybrid
zf007	zm016	zf007&&zm016	1	0	0	0	10.20944873	Hybrid
zf007	zm019	zf007&&zm019	1	0	0	0	10.47178458	Hybrid
zf007	zm020	zf007&&zm020	1	0	0	0	10.30491607	Hybrid
zf007	zm022	zf007&&zm022	1	0	0	0	10.59313837	Hybrid
zf007	zm024	zf007&&zm024	1	0	0	0	10.13900623	Hybrid
zf007	zm026	zf007&&zm026	1	0	0	0	10.52691495	Hybrid
zf007	zm028	zf007&&zm028	1	0	0	0	10.55743067	Hybrid
zf007	zm030	zf007&&zm030	1	0	0	0	10.00451106	Hybrid
zf007	zm036	zf007&&zm036	1	0	0	0	10.28888456	Hybrid
zf007	zm039	zf007&&zm039	1	0	0	0	10.32526383	Hybrid
zf007	zm041	zf007&&zm041	1	0	0	0	10.20202949	Hybrid
zf008	tri10384	zf008&&tri10384	0	0	0	1	9.07384131	Hybrid
zf008	tri13344	zf008&&tri13344	0	0	0	1	9.170676064	Hybrid
zf008	zf008	zf008	1	1	0	1	9.215473796	Line
zf008	zf411	zf008&&zf411	0	1	0	0	10.24301456	Hybrid
zf008	zm001	zf008&&zm001	0	1	0	0	9.766080862	Hybrid
zf008	zm003	zf008&&zm003	1	0	0	0	9.728618545	Hybrid
zf008	zm013	zf008&&zm013	1	0	0	0	10.07108869	Hybrid
zf008	zm015	zf008&&zm015	1	0	0	0	10.01613266	Hybrid
zf008	zm017	zf008&&zm017	1	0	0	0	10.24311446	Hybrid
zf008	zm018	zf008&&zm018	1	0	0	0	10.22410374	Hybrid
zf008	zm021	zf008&&zm021	1	0	0	0	9.420751067	Hybrid
zf008	zm023	zf008&&zm023	1	0	0	0	10.37692975	Hybrid
zf008	zm025	zf008&&zm025	1	0	0	0	10.32187868	Hybrid
zf008	zm027	zf008&&zm027	1	0	0	0	10.36734545	Hybrid
zf008	zm029	zf008&&zm029	1	0	0	0	10.43449432	Hybrid
zf008	zm031	zf008&&zm031	1	0	0	0	9.851499852	Hybrid
zf008	zm032	zf008&&zm032	1	0	0	0	9.546548423	Hybrid
zf008	zm034	zf008&&zm034	1	0	0	0	10.29291045	Hybrid
zf008	zm035	zf008&&zm035	1	0	0	0	9.951837731	Hybrid
zf008	zm036	zf008&&zm036	1	0	0	0	10.24994408	Hybrid
zf008	zm040	zf008&&zm040	1	0	0	0	10.3222571	Hybrid
zf009	zf009	zf009	1	0	0	0	8.611947732	Line
zf009	zm006	zf009&&zm006	1	0	0	0	10.12485483	Hybrid
zf010	zf010	zf010	1	0	0	0	7.317800325	Line
zf010	zm007	zf010&&zm007	1	0	0	0	7.719765916	Hybrid
zf011	zf011	zf011	1	0	0	0	8.025930499	Line
zf011	zf040	zf011&&zf040	1	0	0	0	9.696614733	Hybrid
zf011	zm008	zf011&&zm008	1	0	0	0	9.794873011	Hybrid
zf011	zm010	zf011&&zm010	1	0	0	0	9.622604432	Hybrid
zf011	zm011	zf011&&zm011	1	0	0	0	9.943814726	Hybrid
zf011	zm012	zf011&&zm012	1	0	0	0	9.84903221	Hybrid
zf011	zm014	zf011&&zm014	1	0	0	0	9.456193008	Hybrid
zf011	zm016	zf011&&zm016	1	0	0	0	8.957095842	Hybrid
zf011	zm019	zf011&&zm019	1	0	0	0	9.227546545	Hybrid
zf011	zm020	zf011&&zm020	1	0	0	0	9.550083288	Hybrid
zf011	zm022	zf011&&zm022	1	0	0	0	9.515415157	Hybrid
zf011	zm024	zf011&&zm024	1	0	0	0	9.500956643	Hybrid
zf011	zm026	zf011&&zm026	1	0	0	0	9.289346928	Hybrid
zf011	zm028	zf011&&zm028	1	0	0	0	9.827422223	Hybrid
zf011	zm030	zf011&&zm030	1	0	0	0	9.568820179	Hybrid
zf011	zm033	zf011&&zm033	1	0	0	0	9.399331349	Hybrid
zf011	zm036	zf011&&zm036	1	0	0	0	9.847936674	Hybrid
zf011	zm039	zf011&&zm039	1	0	0	0	9.530865319	Hybrid
zf011	zm041	zf011&&zm041	1	0	0	0	9.885176658	Hybrid
zf012	zf012	zf012	1	0	0	0	7.967681365	Line
zf012	zf040	zf012&&zf040	1	0	0	0	9.866205091	Hybrid
zf012	zm008	zf012&&zm008	1	0	0	0	9.878480608	Hybrid
zf012	zm013	zf012&&zm013	1	0	0	0	9.698331082	Hybrid
zf012	zm015	zf012&&zm015	1	0	0	0	9.743582169	Hybrid
zf012	zm017	zf012&&zm017	1	0	0	0	9.419818259	Hybrid
zf012	zm018	zf012&&zm018	1	0	0	0	9.766249425	Hybrid
zf012	zm021	zf012&&zm021	1	0	0	0	9.803043698	Hybrid
zf012	zm023	zf012&&zm023	1	0	0	0	10.17132309	Hybrid
zf012	zm025	zf012&&zm025	1	0	0	0	10.03618823	Hybrid
zf012	zm027	zf012&&zm027	1	0	0	0	9.67821743	Hybrid
zf012	zm029	zf012&&zm029	1	0	0	0	9.819585328	Hybrid
zf012	zm031	zf012&&zm031	1	0	0	0	9.572107188	Hybrid
zf012	zm032	zf012&&zm032	1	0	0	0	9.779889057	Hybrid
zf012	zm034	zf012&&zm034	1	0	0	0	9.56639791	Hybrid
zf012	zm035	zf012&&zm035	1	0	0	0	9.84287177	Hybrid
zf012	zm036	zf012&&zm036	1	0	0	0	9.80562678	Hybrid
zf012	zm040	zf012&&zm040	1	0	0	0	9.628074387	Hybrid
zf013	zf013	zf013	1	1	0	0	8.711941967	Line
zf013	zf040	zf013&&zf040	0	1	0	0	9.306911825	Hybrid
zf013	zf406	zf013&&zf406	0	1	0	0	9.821399227	Hybrid
zf013	zf411	zf013&&zf411	0	1	0	0	9.680415798	Hybrid
zf013	zm001	zf013&&zm001	1	1	0	0	9.880015925	Hybrid
zf013	zm005	zf013&&zm005	1	0	0	0	9.87663816	Hybrid
zf013	zm010	zf013&&zm010	1	0	0	0	9.606270472	Hybrid
zf013	zm011	zf013&&zm011	1	0	0	0	10.06683649	Hybrid
zf013	zm012	zf013&&zm012	1	0	0	0	10.00084257	Hybrid
zf013	zm014	zf013&&zm014	1	0	0	0	9.308600159	Hybrid
zf013	zm016	zf013&&zm016	1	0	0	0	9.776406415	Hybrid
zf013	zm019	zf013&&zm019	1	0	0	0	9.4085999	Hybrid
zf013	zm020	zf013&&zm020	1	0	0	0	10.16120179	Hybrid
zf013	zm022	zf013&&zm022	1	0	0	0	9.868112113	Hybrid
zf013	zm024	zf013&&zm024	1	0	0	0	9.487720865	Hybrid
zf013	zm026	zf013&&zm026	1	0	0	0	10.17827808	Hybrid
zf013	zm028	zf013&&zm028	1	0	0	0	10.26019153	Hybrid
zf013	zm030	zf013&&zm030	1	0	0	0	9.518675065	Hybrid
zf013	zm033	zf013&&zm033	1	0	0	0	9.951295954	Hybrid
zf013	zm041	zf013&&zm041	1	0	0	0	9.638908838	Hybrid
zf014	zf014	zf014	1	0	0	0	9.336718092	Line
zf014	zm006	zf014&&zm006	1	0	0	0	10.05038335	Hybrid
